2024-05-08 21:22:55.833 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"123123","email":"admin@mail.com"}
2024-05-13 21:06:43.517 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"$2a$10$FMXkPPkDDZbU4nTaBWczkuI9fm.kRB730uYbIsGAT7B.U5hQefDXO","operacao":"visualizarCandidato","nome":"Nome teste","status":201}
2024-05-13 21:08:58.388 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-13 21:08:58.531 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorretos","status":401}
2024-05-13 21:09:18.657 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-13 21:09:18.676 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorretos","status":401}
2024-05-13 21:09:31.954 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-13 21:09:31.965 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-13 21:09:34.317 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:09:34.330 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Nome teste","status":201}
2024-05-13 21:09:42.358 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"Nome teste123123","email":""}
2024-05-13 21:09:42.374 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","mensagem":"Operação não encontrada","status":404}
2024-05-13 21:10:31.349 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-13 21:10:31.356 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-13 21:10:33.789 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:10:33.791 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Nome teste","status":201}
2024-05-13 21:10:43.136 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"Nome teste","email":"email@email.com"}
2024-05-13 21:10:43.182 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-13 21:10:46.890 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:10:46.898 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Nome teste","status":201}
2024-05-13 21:10:52.570 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"Nome teste123123","email":"email@email.com"}
2024-05-13 21:10:52.590 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-13 21:10:55.374 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:10:55.382 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Nome teste123123","status":201}
2024-05-13 21:11:00.515 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123123","nome":"Nome teste123123","email":""}
2024-05-13 21:11:00.529 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","mensagem":"Operação não encontrada","status":404}
2024-05-13 21:13:44.933 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-13 21:13:45.085 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-13 21:13:48.596 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:13:48.611 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Nome teste123123","status":201}
2024-05-13 21:14:09.663 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"davi","email":"email@email.com"}
2024-05-13 21:14:09.718 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-13 21:14:12.436 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:14:12.447 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"davi","status":201}
2024-05-13 21:14:18.800 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha","nome":"davi","email":"email@email.com"}
2024-05-13 21:14:18.812 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-13 21:14:21.038 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:14:21.057 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha","operacao":"visualizarCandidato","nome":"davi","status":201}
2024-05-13 21:14:26.403 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:14:26.415 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha","operacao":"visualizarCandidato","nome":"davi","status":201}
2024-05-13 21:14:31.458 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"","nome":"","email":"email@email.com"}
2024-05-13 21:14:31.476 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-13 21:14:34.131 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:14:34.138 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"","operacao":"visualizarCandidato","nome":"","status":201}
2024-05-13 21:14:53.272 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"email@mail.com","email":"email@email.com"}
2024-05-13 21:14:53.291 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-13 21:15:01.497 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:15:01.524 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com","status":201}
2024-05-13 21:15:13.514 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-13 21:15:13.526 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com","status":201}
2024-05-14 23:29:56.142 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-14 23:29:56.355 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-14 23:30:01.583 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-14 23:30:01.594 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com","status":201}
2024-05-14 23:30:06.054 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"email@mail.com.br","email":"email@email.com"}
2024-05-14 23:30:06.140 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-14 23:30:12.018 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-14 23:30:12.033 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com.br","status":201}
2024-05-14 23:30:17.357 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-14 23:30:17.367 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com.br","status":201}
2024-05-14 23:35:19.624 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-14 23:35:19.653 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-14 23:35:25.276 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-14 23:35:25.289 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com.br","status":201}
2024-05-14 23:35:54.832 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-14 23:35:54.841 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-14 23:35:59.049 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-14 23:35:59.055 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com.br","status":201}
2024-05-14 23:36:48.994 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-14 23:36:49.007 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-14 23:36:51.704 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-14 23:36:51.715 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com.br","status":201}
2024-05-14 23:36:54.507 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-14 23:36:54.523 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com.br","status":201}
2024-05-14 23:37:07.332 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-14 23:37:07.344 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com.br","status":201}
2024-05-14 23:39:54.182 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-14 23:39:54.238 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"email@mail.com.br","status":201}
2024-05-14 23:59:16.082 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-14 23:59:16.109 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-14 23:59:20.747 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-15 00:03:08.949 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-15 00:03:09.107 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-15 00:03:16.035 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-15 00:03:16.040 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 00:03:22.750 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-15 00:03:22.780 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-15 00:04:56.062 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-15 00:04:56.252 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-15 00:05:02.193 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"apagarCandidato","email":"email@email.com"}
2024-05-15 00:05:02.205 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"apagarCandidato","mensagem":"Operação não encontrada","status":404}
2024-05-15 00:08:41.395 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-15 00:08:41.426 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-15 00:08:59.500 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"apagarCandidato","email":"email@email.com"}
2024-05-15 00:08:59.516 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"apagarCandidato","mensagem":"Operação não encontrada","status":404}
2024-05-15 00:17:19.393 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-15 00:17:19.544 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-15 00:17:26.457 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"apagarCandidato","email":"email@email.com"}
2024-05-15 00:17:26.490 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"apagarCandidato","status":201}
2024-05-15 00:17:27.632 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"1667f019-b90b-441b-906d-25c3142d74f2"}
2024-05-15 00:17:27.635 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 00:20:41.937 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"senha123","nome":"nome teste","email":"email@email.com"}
2024-05-15 00:20:42.091 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","status":201,"token":"9824f397-5f26-4f47-b629-e76d5df835bb"}
2024-05-15 00:20:45.449 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato"}
2024-05-15 00:20:45.462 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"visualizarCandidato","mensagem":"Operação não encontrada","status":404}
2024-05-15 00:21:14.420 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato"}
2024-05-15 00:21:14.448 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"visualizarCandidato","mensagem":"Operação não encontrada","status":404}
2024-05-15 00:25:54.546 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout"}
2024-05-15 00:25:54.582 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 00:26:05.042 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-15 00:26:05.066 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"9824f397-5f26-4f47-b629-e76d5df835bb"}
2024-05-15 00:26:08.445 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-15 00:26:08.453 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"nome teste","status":201}
2024-05-15 00:26:31.914 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-15 00:26:31.925 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"nome teste","status":201}
2024-05-15 00:26:40.081 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"9824f397-5f26-4f47-b629-e76d5df835bb"}
2024-05-15 00:26:40.094 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 00:30:36.127 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-15 00:30:36.259 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"9824f397-5f26-4f47-b629-e76d5df835bb"}
2024-05-15 00:30:39.834 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-15 00:30:39.860 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"nome teste","status":201}
2024-05-15 00:30:57.350 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"nome teste","email":"email@email.com"}
2024-05-15 00:30:57.421 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-15 00:31:00.794 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-15 00:31:00.805 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"nome teste","status":201}
2024-05-15 00:39:55.099 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@email.com"}
2024-05-15 00:39:55.251 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"9824f397-5f26-4f47-b629-e76d5df835bb"}
2024-05-15 00:39:58.420 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-15 00:39:58.437 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"nome teste","status":201}
2024-05-15 00:40:11.103 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"nome teste 123 123","email":"email@email.com"}
2024-05-15 00:40:11.383 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-15 00:40:15.529 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@email.com"}
2024-05-15 00:40:15.550 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"nome teste 123 123","status":201}
2024-05-15 00:40:24.471 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"apagarCandidato","email":"email@email.com"}
2024-05-15 00:40:24.497 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"apagarCandidato","status":201}
2024-05-15 00:40:25.371 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"9824f397-5f26-4f47-b629-e76d5df835bb"}
2024-05-15 00:40:25.375 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 18:59:58.631 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"12345","email":"email@teste.com"}
2024-05-15 19:00:00.663 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorretos","status":401}
2024-05-15 19:00:10.590 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"12345","nome":"nome teste","email":"email@teste.com"}
2024-05-15 19:00:10.795 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","status":"201","token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9"}
2024-05-15 19:00:16.908 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"12345","email":"email@teste.com"}
2024-05-15 19:00:16.918 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9"}
2024-05-15 19:00:19.826 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@teste.com"}
2024-05-15 19:00:19.837 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"12345","operacao":"visualizarCandidato","nome":"nome teste","status":201}
2024-05-15 19:00:23.327 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"12345","nome":"nome teste123","email":"email@teste.com"}
2024-05-15 19:00:23.360 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-15 19:00:25.562 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@teste.com"}
2024-05-15 19:00:25.572 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"12345","operacao":"visualizarCandidato","nome":"nome teste123","status":201}
2024-05-15 19:00:30.027 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"apagarCandidato","email":"email@teste.com"}
2024-05-15 19:00:30.061 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"apagarCandidato","status":201}
2024-05-15 19:00:30.743 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9"}
2024-05-15 19:00:30.748 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 19:06:30.012 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"","email":"teste@teste.com"}
2024-05-15 19:06:30.673 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorretos","status":401}
